ProductID,Product Name,Description,Price,Image URL,deep_link
3QVT01,Tonico Viso e Corpo,"Il trattamento perfetto dopo essersi struccante, dopo una doccia o una sauna. Massima idratazione con Acido Ialuronico, e massima protezione con l'Estratto di Thè Verde. Un bouquet di foglie di thè conquisterà  il vostro naso.",12.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/Tonico.webp?v=1703899451,https://www.3querce.com/products/tonico-viso-e-corpo
3QCCM01,Crema Mani,"Burro di Karité ed Urea per una crema da applicare su mani screpolate e/o con problemi di ragadi. Protegge, nutre e filma in modo efficace e naturale. Particolarmente indicata per chi ha problemi di secchezza pronunciata e di microlesioni.",10,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/CremaMani.webp?v=1703899453,https://www.3querce.com/products/crema-mani
3QVBS01,Burro Struccante,"Ideale per tutti i tipi di pelle, rimuove efficacemente le impurità  e il trucco waterproof, lasciando la pelle morbida ed idratata. A base di Burro di Karité, Olio di Girasole e Vitamina E. Super efficace per la doppia detersione.",11.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BurroStruccante.webp?v=1719311261,https://www.3querce.com/products/burro-struccante
3QVC01,Crema Giorno Idratante,"È la crema idratante da utilizzare ogni giorno. Dona massima idratazione con Acido Ialuronico e con lo zucchero Trealosio, normalizza la pelle con l'olio di Vinaccioli (ovvero dei semini dell'uva) e lenisce con il succo dell'Aloe Vera.",30,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/CremaIdratante.webp?v=1703899457,https://www.3querce.com/products/crema-giorno-idratante-1
3QVC02,Crema Viso Rigenerante,"È una crema jolly. Si può applicare sempre e comunque, mattina e sera. L'Acido Mandelico estratto dalle mandorle amare effettua una incredibile rigenerazione sull'epidermide. È molto indicata per pelli stanche, con macchie e rughe. Può essere applicata anche d'estate, in virtù del fatto che l'Acido Mandelico NON è fotosensibilizzante. Il complesso Collagene-Vitaminico assicura massima nutrizione sulla pelle.",37,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/CremaRigenerante.webp?v=1703899460,https://www.3querce.com/products/crema-viso-rigenerante
3QCSB01,Sali Frizzanti,"Sali da bagno rilassanti a base di oli essenziali e sale di Epsom. Il Sale di Epsom o solfato di magnesio aiuta a contrastare problematiche cutanee ed eczemi, contrasta l'accumulo di tossine e scatti metabolici grazie alla sua azione disintossicante. Rilascia lentamente un piacevole effetto aromaterapico per la presenza degli oli essenziali. Il bicarbonato inoltre svolge una azione coadiuvante nel trattamento della cellulite in quanto migliora la circolazione del sangue ed il flusso linfatico, un'azione defaticante su piedi gonfi e stanchi, un'azione disinfettante ed astringente ed una azione esfoliante sul corpo. I sali frizzanti contengono un particolare tensioattivo vegetale derivante dalla noce di cocco totalmente biodegradabile che genera un effetto schiumogeno e detergente per il corpo.",16.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/SaliVanigliaCannella.webp?v=1703899476,https://www.3querce.com/products/sali-frizzanti
3QCSH01,Sapone Beldi Hammam con guanto Kessa,"Sapone mollo da utilizzare in combinazione con il guanto esfoliante Kessa. Nella sua forma grezza ha una consistenza pastosa di colore ambrato. È costituito da Olio di Oliva, Olio di Argan Biologico ed Olio Essenziale di Eucaliptus. Il sapone Beldi rappresenta una fonte naturale di antiossidanti e nutrienti, vitamina A e vitamina E. Impiegato come detergente per il corpo esercita un effetto esfoliante, oltre che lavante, eliminando dalla pelle sia le impurià , che le cellule morte, rendendo la pelle più sana e luminosa. Il guanto Kessa agevola l'eliminazione delle cellule morte.",20,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/Hammam_Kessa.webp?v=1703899478,https://www.3querce.com/products/sapone-beldi-hammam
3QVB01,Burrocacao Stick Neutro,"Un balsamo labbra perfetto per idratare e proteggere dalle screpolature. 100% biologico e privo di ingredienti di origine animale, per labbra morbide e dettagliate. Riscopri il tuo sorriso con il nostro Burrocacao!",7,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BurrocacaoNeutro.webp?v=1703899481,https://www.3querce.com/products/burrocacao-stick
3QCDS01,Doccia Shampoo Patchouli,"Soluzione delicata a base di tensioattivi vegetali. La presenza degli estratti di rosmarino, salvia ed olio essenziale di patchouli rendono il doccia shampoo indicato per il trattamento estetico dei capelli maschili.",12,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DocciaShampooPatchouli.webp?v=1703899497,https://www.3querce.com/products/doccia-shampoo
3QSBD01,Bagnodoccia Solido Canapa e Thè Nero,"Il Bagnodoccia Solido ideale per la pelle maschile. Formulato con oli e burri vegetali, è biologico, senza acqua, con tensioattivi vegetali, rosmarino, aloe, argilla verde, burro di karité biologico, olio di canapa, girasole e cartamo bio. Otterrai una pelle idratata e profumata con estratti di thè nero e amamelide.",14,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BagnodocciaSolidoCanapaTeNero_merged_546649bc-b85f-4b96-a303-2e84d9756abf.webp?v=1705358751,https://www.3querce.com/products/bagnodoccia-solido-canapa-e-the-nero
3QSBD02,Bagnodoccia Solido Cannella e Scorze d'Arancio,"Energizzante e biologico, il Bagnodoccia Solido è formulato senza acqua e contiene oli e burri vegetali per un'azione idratante ed energizzante. La cannella e il thè verde donano un profumo irresistibile, mentre l'argilla ghassoul purifica delicatamente.",14,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BagnodocciaSolidoCannellaArancio_merged_d8afe28a-7e62-4445-b40c-11a76af348ef.webp?v=1705358830,https://www.3querce.com/products/bagnodoccia-solido-cannella-e-scorze-darancio
3QSBD03,Bagnodoccia Solido Mango e Calendula,"Lasciati avvolgere dalla delicatezza del burro di mango e di karité biologici e dalle proprietà lenitive della calendula e della camomilla. Formulato senza acqua, a base di oli e burri vegetali ad azione idratante e nutriente contiene ingredienti vegetali che nutrono e idratano la pelle.",14,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BagnodocciaSolidoMangoCalendula_merged_6532fbf5-3ff4-44f0-83f7-4ac2a11bfbc3.webp?v=1705358913,https://www.3querce.com/products/bagnodoccia-solido-mango-e-calendula
3QSB01,Balsamo Solido Maca e Olio di Cocco,"Capelli idratati e leggeri grazie al burro di mango e olio di broccoli biologico. Con estratti di mallo di noce, thè verde, salvia officinale e proteina di soia e riso il Balsamo Solido è ricco di estratti vegetali nutrienti e districanti.",16,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BalsamoSolidoMacaCocco_merged_6ff6b804-d0e4-439d-ae5f-79d65825a17b.webp?v=1705359071,https://www.3querce.com/products/balsamo-solido-maca-e-olio-di-cocco
3QSB02,Balsamo Solido Mango e Mallo di Noce,"Balsamo capelli solido biologico artigianale a base di burro di mango, olio di broccoli biologico ed estratti vegetali dalle proprietà nutrienti e districanti. Ne basta poco per donare idratazione e leggerezza. Contiene estratto di maca, fieno greco, proteine della soia e del riso e mallo di noce.",16,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BalsamoSolidoMangoMalloNoce_merged_14a4cf6f-8c9f-49a8-8818-da8041d2ca71.webp?v=1705359158,https://www.3querce.com/products/balsamo-solido-mango-e-mallo-di-noce
3QSS01,Shampoo Solido Altea e Rosmarino,"Shampoo solido naturale biologico artigianale formulato senza acqua, a base di oli, burri ed estratti vegetali purificanti adatto per i capelli grassi. Contiene tensioattivi in polvere di origine vegetale, polvere di rosmarino, ortica, altea, salvia officinale, argilla ghassoul, burro di karité, cacao, biologici ad azione idratante, olio di canapa biologico, olio di broccoli biologico, olio di Iino biologico, proteine della soia e del riso e olio essenziale di rosmarino.",15,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/ShampooSolidoAlteaRosmarino_merged_c5611300-60d7-4cff-a2cc-f0c2e7dcc625.webp?v=1705359265,https://www.3querce.com/products/shampoo-solido-altea-e-rosmarino
3QSS02,Shampoo Solido Hennè e Olio di Broccoli,"Shampoo solido naturale biologico artigianale formulato senza acqua, a base di oli, burri ed estratti vegetali ad azione nutriente e riequilibrante. Adatto per i capelli sfibrati. Contiene tensioattivi in polvere di origine vegetale, polvere di henne neutro, amla, maca, mallo di noce, argilla ghassoul, burro di mango, burro di cacao biologico ad azione idratante, olio di canapa biologico, olio di broccoli biologico, proteine della soia e del riso, arginina.",15,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/ShampooSolidoHenneBroccoli_merged_8b229b02-5629-48d4-ab14-1958096d77ec.webp?v=1705359342,https://www.3querce.com/products/shampoo-solido-henne-ed-olio-di-broccoli
3QSS03,Shampoo Solido Maca e Arancio,"Shampoo solido naturale biologico artigianale formulato senza acqua, a base di oli, burri ed estratti vegetali idratanti e nutriente. Adatto per tutti i tipi di capelli. Contiene tensioattivi in polvere di origine vegetale, polvere di maca, fieno greco, argilla ghassoul, polvere di arancio, burro di karité e cacao biologici ad azione idratante, olio di broccoli biologico, olio di girasole biologico, estratto detossinante di thè verde, proteine della soia e del riso, arginina.",15,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/ShampooSolidoMacaArancio_merged_e904cc84-53ba-4471-bbeb-e7fb864ca5e8.webp?v=1705359403,https://www.3querce.com/products/shampoo-solido-maca-e-arancio
3QCOD01,Olio Detergente,"Olio corpo detergente antiossidante, idratante e nutriente adatto per tutti i tipi di pelle, comprese le più secche e sensibili. È un prodotto con alta concentrazione di oli delicati quali Mandorle Dolci, Riso, Albicocca, Argan bio, Girasole bio ed estratti vegetali di thè verde, vite rossa, camomilla bio e calendula bio. Rimuove le impurità  senza irritare la pelle.",14,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/OlioDetergenteCorpo.webp?v=1705403090,https://www.3querce.com/products/olio-detergente
3QACG02,Candela Sinfonia di Agrumi (Arancia-Pompelmo),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",22,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/SinfoniadiAgrumi_5ab8a057-00c3-4a2d-b227-f2a4eb56d18d.webp?v=1705487664,https://www.3querce.com/products/candela-sinfonia-di-agrumi
3QACG04,Candela Armonia Mentale (Vaniglia-Sandalo),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",22,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/ArmoniaMentale_f5afe614-e665-416c-8158-6f2388c47919.webp?v=1705488645,https://www.3querce.com/products/candela-armonia-mentale
3QACG01,Candela Essenza Solare (Arancio-Cannella),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",22,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/EssenzaSolare_9959e302-46f7-4ef0-93de-4f3b48f2edbe.webp?v=1705489659,https://www.3querce.com/products/candela-essenza-solare
3QACG03,Candela Risveglio nei Boschi (Pino-Eucalipto),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",22,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/RisveglioneiBoschi_7ae2ca30-f447-4e1f-9df5-9f64abfef434.webp?v=1705489759,https://www.3querce.com/products/candela-risveglio-nei-boschi
3QACM02,Candela Melodia Interiore (Vaniglia-Cannella),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",16,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/MelodiaInteriore_04ba2a24-fc0e-449a-9ef2-df30e39cdfc6.webp?v=1705489913,https://www.3querce.com/products/candela-melodia-interiore
3QACM01,Candela Brezza di Primavera (Menta-Lime),"Raffinata candela artigianale, bio e vegan in vasetto di vetro trasparente con tappo in alluminio che diffonde vibranti fragranze in ogni ambiente, grazie ad una avvolgente miscela di oli essenziali ed estratti vegetali, dalle note olfattive rilassanti ed energizzanti.",16,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/BrezzadiPrimavera_e2b527f8-f21f-4bd0-94a9-36128349b296.webp?v=1705490016,https://www.3querce.com/products/candela-brezza-di-primavera
3QADA01,Deodorante Auto Essenza Solare (Arancio-Cannella),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoEssenzaSolare_6bbcbd5a-6f78-49af-8a34-de29788b241a.webp?v=1706262041,https://www.3querce.com/products/deoauto-essenza-solare
3QADA02,Deodorante Auto Sensualità  Floreale (Ibisco-Pepe Rosa),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoSensualitaFloreale_6ce416a9-9620-40e7-a5ff-a9626c4e724a.webp?v=1706262261,https://www.3querce.com/products/deoauto-sensualita-floreale
3QADA03,Deodorante Auto Lucida Serenità  (Menta-Basilico),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoLucidaSerenita_8e7621a1-44fc-4fe1-a11b-f3e571dd8619.webp?v=1706262835,https://www.3querce.com/products/deoauto-lucida-serenita
3QADA04,Deodorante Auto Brezza di Primavera (Menta-Lime),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoBrezzadiPrimavera_00c1d5e1-22e5-4894-bb3a-14550dd41011.webp?v=1706262990,https://www.3querce.com/products/deoauto-brezza-di-primavera
3QADA05,Deodorante Auto Risveglio nei Boschi (Pino-Eucalipto),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoRisveglioneiBoschi_23653d8a-7340-447e-8db3-d4fd691078b0.webp?v=1706263261,https://www.3querce.com/products/deoauto-risveglio-nei-boschi
3QADA06,Deodorante Auto Melodia Interiore (Vaniglia-Cannella),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoMelodiaInteriore_4c504ab7-15e3-401b-8b70-9efcbd114541.webp?v=1706263420,https://www.3querce.com/products/deoauto-melodia-interiore
3QADA07,Deodorante Auto Armonia Mentale (Vaniglia-Sandalo),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoArmoniaMentale_e3a4cd44-4852-4bda-a8f9-b4c3af53d385.webp?v=1706263521,https://www.3querce.com/products/deoauto-armonia-mentale
3QADA08,Deodorante Auto Eterna Freschezza (Zagara-Rosmarino),"Metti fine agli odori sgradevoli nel tuo veicolo con il Deodorante Auto a base di olii essenziali. Rimuove gli odori e lascia un fresco profumo, rendendo il tuo viaggio sempre piacevole. Respira con sollievo.",8.5,https://cdn.shopify.com/s/files/1/0674/3523/3539/files/DeoAutoEternaFreschezza_3fc24991-53b1-4ab0-98bf-b4071b990301.webp?v=1706263600,https://www.3querce.com/products/deoauto-eterna-freschezza
